Aspect_ratio,Avg_rating,Budget,Certificate,Country_of_origin,Director,Genres,Language,Production_companies,Release_date,Runtime,Sound_mix,Stars,Title,Writer,critic_reviews,description,id,total_ratings,user_reviews
1.33 : 1,5.1,,,Denmark,Viggo Larsen,"Short , Comedy",None,,"October 23, 1906 (Denmark)",4min,Silent,"Margrete Jespersen , Viggo Larsen",Anarkistens svigermor,Viggo Larsen,,The peace of the anarchist and his wife's house is disturbed by the mother-in-law. He sees no other advice than to blow her up.,tt00000535,55,
1.33 : 1,7.2,,,United States,,"Comedy , Short",None,,"November 16, 1907 (United States)",,Silent,,The Wooing and Wedding of a Coon,,,"The opening shows a colored nursemaid in the park with baby carriage, and seated on a bench receives the attention of several smart colored men who admire her greatly and endeavor to make he...",tt00000533,39,
1.33 : 1,6.6,,,United Kingdom,Walter R. Booth,"Fantasy , Short , Comedy , Sci-Fi",,,"October 25, 1906 (United Kingdom)",3min,Silent,,The '?' Motorist,,7,A British trick film in which a motorist ends up driving around the rings of Saturn.,tt00000534,1.1K,14
,,,,Spain,Segundo de Chomón,"Short , Comedy",None,,,,Silent,,Se da de comer,"Segundo de Chomón , (screenplay)",,,tt00000530,,
,,,,Spain,Segundo de Chomón,"Short , Drama , War",None,,,,Silent,,Los sitios de Chile,Segundo de Chomón,,Film based on real historic facts about Chile's independence.,tt00000531,,
1.33 : 1,,,,United States,,"Short , Comedy",,,"June 29, 1905 (United States)",,Silent,,Reuben in the Opium Joint,,,"A hick tourist visits an opium den and has to be shown the proper way to smoke opium, after initially trying to use the pipe as if it were a flute.",tt00000529,,
,,,,Spain,Ignacio Coyne,"Documentary , Short",None,,,,Silent,,Plaza de la Magdalena (Calles y plazas de Zaragoza),Ignacio Coyne,,"Short documentary about Zaragoza streets seen form a street-railway, one morning of 1905/1906.",tt00000527,,
1.33 : 1,6.0,,,United States,Gilbert M. 'Broncho Billy' Anderson,"Adventure , Short , Romance",None,,"September 23, 1905 (United States)",15min,Silent,"J. Barney Sherry , Paula Blackton","Raffles, the Amateur Cracksman",,,,tt00000528,17,
1.33 : 1,5.4,,,France,Jean Durand,"Short , Western",,,1911 (France),7min,Silent,"Joë Hamman , Gaston Modot , Berthe Dagmar",Pendaison à Jefferson City,,,"Three friends on their way to deliver a payroll stop for a few drinks. Two of them decide to stay for a while, but the third sets out to deliver the payroll by himself. When he never shows u...",tt00000525,48,
,,,,United States,,"Documentary , Short",None,,,,Silent,,Moose Hunting in Newfoundland,,,,tt00000523,,
,5.8,,Unrated,United States,G.W. Bitzer,"Short , Documentary",None,,"June 5, 1905 (United States)",6min,Silent,,New York Subway,,3,"Starting at Union Square, we are taken for an underground excursion, following the path of a subway train as it makes its way through New York City subway tunnels on its journey to the old G...",tt00000524,720,5
,4.4,,,United States,,"Documentary , Short",None,,,,Silent,,Pennsylvania Tunnel Excavation,,,"A panoramic shot of New York City's Pennsylvania Station during its construction, filmed 19 July 1905, includes narrow gauge railway action.",tt00000526,61,
,,,,United States,,"Short , Action , Drama",None,,,,Silent,,The Moonshiners,,,"Moonshiners and revenuers confront each other in a shootout. The head mountaineer is killed, but his wife retaliates by shooting the deputy.",tt00000522,,
1.33 : 1,6.4,,,United Kingdom,William Haggar,"Short , Biography , Crime",None,,September 1905 (United Kingdom),14min,Silent,"Walter Haggar , Violet Haggar , Lily Haggar",The Life of Charles Peace,,,"The story of Charles Peace, one of Britain's most notorious criminals. Peace was an expert in cat burglary. The film reconstructs Peace's real-life leap from a train on his way to trial for ...",tt00000520,53,
1.33 : 1,5.5,,Not Rated,United States,Edwin S. Porter,"Short , Action , Crime , Family , Western",,,"September 1, 1905 (United States)",12min,Silent,,The Little Train Robbery,,2,"In this parody of 1903's _Great Train Robbery, The (1903)_, also made by Edwin S. Porter, young bandits rob the passengers of a kiddie train and are chased by police officers.",tt00000521,284,9
,,,,Spain,,,None,,,,Silent,,Juanito el forzudo,Segundo de Chomón,,"Short inspired on the famous children's tales of ""Garbancito""",tt00000518,,
,,,,Spain,Ricardo de Baños,,None,,,,Silent,,El húsar de la guardia,,,,tt00000517,,
1.33 : 1,6.5,,,,Segundo de Chomón,"Animation , Short , Fantasy , Sci-Fi",None,,"October 31, 1908 (France)",8min,Silent,"Segundo de Chomón , Julienne Mathieu",El hotel eléctrico,,5,An enthusiastic young couple is astounded with modern technology's giant leaps in the fascinating field of electricity.,tt00000516,941,5
1.37 : 1,5.7,,Not Rated,United States,Edwin S. Porter,"Crime , Drama , Short",,,February 1905 (United States),8min,Silent,"Aline Boyd , Phineas Nairs , Jane Stewart",The Kleptomaniac,,2,"A well-dressed woman leaves her home and takes a carriage to a department store. While she is in the store, she steals several items, and is caught by store employees. Meanwhile, a poor woma...",tt00000519,352,9
,,,,Spain,Fructuós Gelabert,"Short , Comedy",None,"Empresa Diorama , Fructuoso Gelabert",,,Silent,"Juan Alarma , Juan Morales , José Parera",Los guapos de la Vaquería del Parque,"Fructuós Gelabert , (screenplay) (story)",,,tt00000514,,
,,,,Spain,Ignacio Coyne,"Documentary , Short",None,,,,Silent,,Gigantes y cabezudos,,,"Short documentary about a ""Giants and Big-Headed's masquerade"" at Zaragoza streets.",tt00000513,,
,4.8,,,Spain,Segundo de Chomón,"Short , Comedy",None,,1904 (Spain),6min,Silent,,Los guapos del parque,"Segundo de Chomón , (screenplay)",1,"A farmer, wanting to get married, puts up an advertisement for a new wife. However, his notice attracts more women then he expects and he is soon being pursued by a dozen females, all eager ...",tt00000515,80,2
,4.5,,,United States,,"Documentary , Short , News , War",None,,,4min,Silent,,Funeral of Hiram Cronk,,,"View of funeral procession and military parade at funeral for Hiram Cronk, who at the time of his death was the oldest surviving veteran of the War of 1812.",tt00000512,67,
,,,,Spain,Ricardo de Baños,,None,,,,Silent,,El dúo de la Africana,Ricardo de Baños,,,tt00000510,,
,6.7,,,France,,"Short , Drama",None,,December 1905 (France),10min,Silent,"Denise Becker , Henry Vorins",Esmeralda,"Victor Hugo , (novel ""Notre Dame de Paris"")",,,tt00000511,42,
1.33 : 1,6.0,,,France,Georges Hatot,"Short , Comedy",,,1906 (France),,Silent,,Les débuts d'un chauffeur,André Heuzé,,"The proud owner of a new car in 1907 gets behind the wheel for the first time and weaves down the street, hitting everything from lamp-posts to market stalls and baby carriages. An ever-incr...",tt00000509,40,
,3.8,,,United States,,"Short , News",None,,,4min,Silent,,Departure of Peary and the Roosevelt from New York,,,The 16 July 1905 departure of polar explorer Robert Peary on one of his expeditions to the North Pole aboard the specially designed ship Roosevelt.,tt00000507,54,
,,,,Spain,Ignacio Coyne,"Documentary , Short",None,,,,Silent,,Desde el coso a la calle Cerdán (Calles y plazas de Zaragoza),Ignacio Coyne,,"Short documentary about Zaragoza streets seen form a street-railway, one day of 1905/1906.",tt00000508,,
1.33 : 1,5.0,,,United Kingdom,William Haggar,"Short , Drama",None,,October 1905 (United Kingdom),,Silent,,"D.T.'s, or the Effect of Drink",,,A drunken clubman sees visions and reforms.,tt00000506,9,
1.33 : 1,7.1,,,France,,"Short , Comedy",,,"May 11, 1906 (France)",,Silent,"André Deed , René Gréhan , Léon Mathot",La course à la perruque,André Heuzé,,,tt00000505,21,
,,,,Spain,Ignacio Coyne,"Short , Documentary",None,,,2min,Silent,,"Corrida de beneficencia en Zaragoza, por Quinito y Montes",,,"Short documentary about a bullfight in Zaragoza. It is possible to see the ""picadores"" (horsemen armed with a pike) in horses without its actual protection, normal practice in the epoque's b...",tt00000503,,
,,,,Spain,Ignacio Coyne,"Documentary , Short",None,,,,Silent,,Coso y Paseo de Santa Engracia (Calles y plazas de Zaragoza),Ignacio Coyne,,"Short documentary about Zaragoza streets seen from a street-railway, one morning of 1905/1906.",tt00000504,,
1.33 : 1,6.0,,,United States,,"Short , Action",,,November 1904 (United States),,Silent,,Railroad Smashup,,,A staged crash between two outmoded locomotives given to the Edison Co. by the Pennsylvania Railroad for the express purpose of destroying them.,tt00000496,62,
1.33 : 1,,,,United States,,,,,July 1905 (United States),,Silent,,The Abductors,,,,tt00000500,,
,4.5,,,Spain,Ricardo de Baños,,None,,,1h 40min,Silent,"Antonio del Pozo , El Mochuelo",Bohemios,,,,tt00000502,14,
1.33 : 1,6.6,,Not Rated,United Kingdom,,"Short , Crime , Drama , Family",None,,"July 3, 1905 (United Kingdom)",7min,Silent,"Blair , May Clark , Barbara Hepworth",Rescued by Rover,"Mrs. Hepworth , (story)",9,A dog leads its master to his kidnapped baby.,tt00000498,1.1K,12
1.33 : 1,5.2,,,United Kingdom,,"Short , Crime",None,,September 1904 (United Kingdom),5min,Silent,,A Railway Tragedy,,1,"A woman arriving at a train station is unaware that a nearby stranger is closely eyeing her and her purse as she leaves her carriage. As she waits for her train, the same stranger lurks near...",tt00000497,75,4
1.33 : 1,4.7,,,United States,J. Stuart Blackton,"Short , Crime , Drama , Mystery",None,,"October 7, 1905 (United States)",,Silent,"Gilbert M. 'Broncho Billy' Anderson , H. Kyrle Bellew , Paul Panzer",Adventures of Sherlock Holmes,,,The millionaire's child is kidnapped. Sherlock Holmes after many thrilling adventures and narrow escapes rescues the child.,tt00000501,48,
,,,,France,Alice Guy,,None,,,,Silent,,Le pompon malencontreux,,,,tt00000494,,
1.33 : 1,,,,France,Alice Guy,,None,,April 1904 (United States),,Silent,,Pierrot assassin,,,,tt00000493,,
1.33 : 1,7.6,,Not Rated,France,Georges Méliès,"Short , Action , Adventure , Family , Fantasy , Sci-Fi",,"Georges Méliès , Star-Film","October 29, 1904 (United States)",24min,Silent,"Georges Méliès , Fernande Albany , (uncredited) , Jehanne d'Alcy , (uncredited)",Le voyage à travers l'impossible,,8,"Using every known means of transportation, several savants from the Geographic Society undertake a journey through the Alps to the Sun which finishes under the sea.",tt00000499,3.4K,30
,5.1,,,United States,Wallace McCutcheon,"Comedy , Short",None,,1904 (United States),6min,Silent,,Personal,,,A man who has placed a personal advertisement for a prospective wife goes to wait at the meeting place that he designated. Soon a woman comes in response to the advertisement. Before the two...,tt00000492,118,
1.33 : 1,4.0,,,United States,,"Short , News",None,,February 1904 (United States),1min,Silent,,Opening the Williamsburg Bridge,,,A view of the opening ceromonies for New York's Williamsburg Bridge.,tt00000491,62,
,,,,France,Alice Guy,,None,,,,Silent,,La leçon de pipeau,,,,tt00000489,,
,,,,France,Alice Guy,,None,,,,Silent,,L'oiseau envolé,,,,tt00000490,,
1.33 : 1,6.0,,,France,Ferdinand Zecca,"Short , Fantasy",,,1907 (France),12min,Silent,,Le pêcheur de perles,,1,"Captivated by a vision of beckoning women, a man dives into the ocean, and soon finds himself walking on the ocean floor. After encountering numerous sea creatures, he comes to a giant oyste...",tt00000495,106,3
1.33 : 1,6.9,,Unrated,United States,Harold M. Shaw,"Short , Drama , Fantasy",,,"October 28, 1912 (United States)",14min,Silent,"Martin Fuller , Mrs. William Bechtel , Walter Edwin",The Land Beyond the Sunset,Dorothy G. Shore,6,"A young boy, opressed by his mother, goes on an outing in the country with a social welfare group where he dares to dream of a land where the cares of his ordinary life fade.",tt00000488,772,15
1.33 : 1,7.0,,,United States,Siegmund Lubin,"Short , Western",None,,August 1904 (United States),12min,Silent,,The Great Train Robbery,,,The first scene shows the chief as he explains to his followers the plan of the great train robbery. Two masked robbers enter and compel the operator to stop the approaching train. They make...,tt00000487,474,
,,,,France,Alice Guy,,None,,,,Silent,,La gavotte de la reine,,,,tt00000485,,
1.33 : 1,,,,United States,J. Stuart Blackton,"Drama , Short",None,,"December 23, 1905 (United States)",5min,Silent,"Paul Panzer , H. Kyrle Bellew , Eleanor Robson Belmont",A Gentleman of France,"Booth Tarkington , (novel)",,,tt00000486,,
,,,,France,Alice Guy,,None,,,,Silent,,Les enfants du miracle,,,,tt00000484,,
,,,,France,Alice Guy,"Short , Comedy",None,,,,Silent,,Les deux rivaux,,,,tt00000483,,
,,,,France,Alice Guy,"Short , Comedy",None,,,,Silent,,Comment on disperse les foules,,,,tt00000482,,
1.33 : 1,5.1,,,France,Georges Méliès,"Short , Fantasy",None,"Georges Méliès , Star-Film","March 5, 1904 (United States)",3min,Silent,,Le coffre enchanté,,1,"A medieval magician performs a magic show involving a long ornate trunk in which he makes his assistants appear, disappear, and transform into other people.",tt00000480,183,3
1.33 : 1,5.3,,,United Kingdom,Robert W. Paul,"Short , Drama",None,,June 1904 (United Kingdom),4min,Silent,,Buy Your Own Cherries,,,"A barmaid plies a swell with smiles and with cherries from a box that's just been delivered. When she refuses a cherry to a roughly-dressed tradesman who runs a tab at the bar, he pays off h...",tt00000479,369,
1.33 : 1,,,,United Kingdom,,,None,,,,Silent,,A Collier's Life,,,,tt00000481,,
1.33 : 1,,,,United Kingdom,Alf Collins,"Short , Comedy",None,,August 1904 (United Kingdom),,Silent,,Behind the Scenes,,,A lord flirts with a dancer and causes trouble backstage at the 'Camberwell Theatre'.,tt00000478,,
1.33 : 1,,,,United Kingdom,Walter R. Booth,"Short , Drama",None,,November 1903 (United Kingdom),10min,Silent,,The Adventurous Voyage of 'The Arctic',,,12 scenes: Cabin; deck; icebound; icefield; baffled; Jack Frost; foot of pole; compass; cave; foot of pole; top of pole.,tt00000475,,
,,,,France,Alice Guy,,None,,,,Silent,,Après la fête,,,,tt00000476,,
,,,,France,Alice Guy,,None,,,,Silent,,Le voleur sacrilège,,,,tt00000474,,
,,,,France,Alice Guy,,None,,"October 9, 1905 (Denmark)",,Silent,,La valise enchantée,,,,tt00000473,,
,,,,France,Alice Guy,"Short , Drama",None,,,,Silent,"Emile Houtman , René Serand , Anatole Thiberville",L'assassinat du courrier de Lyon,,,,tt00000477,,
1.33 : 1,6.4,,,United States,Siegmund Lubin,"Short , Drama",None,,May 1903 (United States),,Silent,"Randolph Feelgood , Siegmund Lubin",Uncle Tom's Cabin,"Harriet Beecher Stowe , (novel ""Uncle Tom's Cabin"")",,,tt00000472,23,
,,,,France,Alice Guy,,None,,,,Silent,,Les surprises de l'affichage,,,,tt00000470,,
1.33 : 1,5.1,,Not Rated,United States,"Edwin S. Porter , (uncredited)","Short , Drama",,,1903 (Greece),13min,Silent,,Uncle Tom's Cabin,"Harriet Beecher Stowe , (novel ""Uncle Tom's Cabin"")",2,"Based on the novel by Harriet Beecher Stowe: Eliza, a slave who has a young child, pleads with Tom, another slave, to escape with her. Tom does not leave, but Eliza flees with her child. Aft...",tt00000471,467,5
1.33 : 1,5.8,,,United Kingdom,George Albert Smith,"Short , Comedy , Family",None,"G.A.S. Films , George Albert Smith Films",1903 (United Kingdom),1min,Silent,,The Sick Kitten,,1,A girl gives a spoonful of medicine to a kitten.,tt00000469,972,11
,,,,France,Alice Guy,,None,,,,Silent,,Répétition dans un cirque,,,,tt00000466,,
,,,,France,Alice Guy,,None,,,,Silent,,Secours aux naufragés,,,,tt00000467,,
1.33 : 1,7.3,,Not Rated,France,"Georges Méliès , (uncredited)","Short , Adventure , Fantasy",None,"Georges Méliès , Star-Film","September 5, 1903 (United States)",16min,Silent,"Georges Méliès , Marguerite Thévenard , Bleuette Bernon",Le royaume des fées,,3,"In this spectacular free adaptation of the popular theatre play ""La Biche au Bois"", the valiant Prince Bel-Azor pursues a baleful old witch to her impregnable castle, to save the beautiful y...",tt00000465,1.4K,16
,,,,France,Alice Guy,,None,,,,Silent,,Service précipité,,,,tt00000468,,
